term,x,y,k,mark
overwhelmingly,1.9502193,-22.654518,5,
pure,-6.6597214,1.5777639,4,
thinking,-0.26464388,13.986242,4,
historically,-0.96933323,-30.520939,5,
increasingly,-2.993271,-28.222965,4,
basically,23.001144,-6.783418,0,
icon,-10.598992,-8.676524,0,
tradition,-9.15484,5.0790043,4,
rhetoric,8.818707,4.3088613,2,
dissent,12.427679,5.729453,0,
dominant,4.982161,-3.2280827,0,
fascist,-10.074268,17.37299,2,
islam,16.022549,23.06681,3,
educate,14.014144,-24.88304,5,
economist,-12.562116,-1.7254899,4,
critique,-6.3594723,-13.373044,0,critique
heavily,-0.99811304,-23.707016,5,
hate,13.635996,-2.763726,2,
bigotry,15.230768,11.493453,2,bigotry
misinformed,13.282224,-19.986609,0,
fascism,-16.703348,16.6334,1,
overlap,-0.05768675,-16.50339,0,
radicalize,10.715197,20.764708,0,
outrage,-13.058459,-10.180197,0,
activist,-10.027919,-25.226637,3,
decry,2.987349,-7.789269,0,
idea,-3.227549,3.3790715,4,idea
oppose,12.646626,-8.830498,4,
root,11.001712,13.437984,4,
dislike,15.093428,-5.2648444,5,
consistent,16.115753,-12.297847,4,
group,-7.248776,-24.390697,3,
dlc,-5.772992,-9.106099,0,
social,4.3170547,0.6050048,4,
irrational,5.974431,11.528697,0,
disagree,15.527376,-9.550844,4,
ethnic,13.548118,17.597155,3,
sane,-16.620295,-4.6728396,0,
millenial,4.9766483,-23.51391,0,
minded,7.6539836,0.86649185,4,
tolerance,-1.3497277,-0.062950976,0,
belief,-4.086662,11.34939,4,
primarily,-2.2860813,-22.942215,5,
energize,3.8292568,-13.8614645,0,
divide,10.255253,-5.5944414,5,
authoritarianism,-6.8357973,15.640602,4,
uneducated,13.6162405,-23.853632,5,
reliably,3.9596043,-21.24691,0,
portray,9.936092,-2.793081,0,
crazy,-16.821823,-7.491262,0,
echo,11.017939,6.4582653,0,
globalism,-3.0160673,-7.5831532,0,
normalize,5.444786,4.4679894,0,
nationalism,-26.019999,12.845737,2,
despise,14.48363,-4.261562,0,
urban,10.096379,-30.789707,5,
friendly,9.587222,-9.489254,0,
socialism,-15.114795,13.888448,1,
partisan,16.660723,-18.168467,0,
advocacy,-8.526187,-25.599253,0,
demographic,8.552901,-24.685795,5,
electorate,7.717666,-23.534668,5,electorate
skeptical,12.34342,-15.658235,0,
represent,19.347347,-10.565778,5,
tenet,-3.0529456,-1.9979347,0,
toxic,4.622749,6.4108114,0,
catholic,19.50984,30.954765,3,
environmentalist,-4.4668384,-10.375407,0,
cultural,12.097921,16.152946,4,
interventionist,-17.976984,2.3995976,0,
movement,-13.475759,17.913586,1,
doctrine,-11.421306,7.6241913,4,
society,0.7489691,1.2931453,4,
racial,14.303414,16.494848,3,
mentality,-9.078022,-13.909273,0,
diversity,-0.082313925,0.37542084,4,
medium,-0.7914575,34.1286,0,
propaganda,-14.252135,-11.24353,0,
attract,4.128989,-15.52996,5,
center,-8.373825,-27.220516,4,
infowars,-0.9057814,-9.436708,0,
ethno,0.19962662,-7.0120277,0,
sinclair,3.3484392,21.750027,0,
folk,-17.465216,-25.88316,5,
protestant,18.262968,30.470968,3,
critical,-12.570324,-5.5357137,0,
democrats,24.251842,-27.696732,5,
berner,-16.424133,-16.8967,0,
politically,24.313246,3.8086383,5,
anarcho,-6.6299367,-2.3156939,0,
lefty,-1.890968,-8.44138,0,
far,-7.2450786,25.880081,5,
censorship,-15.11204,-13.185322,0,
bias,2.4304903,9.77051,4,
loud,-18.063627,-12.228567,0,
push,-27.454393,-6.9922724,0,
split,3.6606176,-19.41405,5,
abandon,-24.641802,-4.5631495,5,
apathy,-2.2830148,-9.003193,0,
xenophobic,17.503784,11.3257065,2,
censor,19.399235,1.0419544,0,
type,-0.6690318,-18.430231,0,
consistently,-1.9391661,-31.87496,5,
trumper,-17.383324,-17.054031,0,
moral,-7.1844554,7.9523745,4,
racist,19.543734,11.250936,2,
similar,13.81407,-13.438149,0,
rural,10.438622,-31.080513,5,
tolerate,8.197067,7.734783,0,
frequently,2.697315,-6.3614917,0,
norm,-8.9360895,5.409077,4,
entrenched,4.0050216,-4.1113234,0,
authoritarian,-7.5818634,17.117174,1,
bubble,-10.252276,-12.828632,0,
cato,-11.110993,-2.0748007,0,
gamergate,-16.440582,-14.459531,0,
communism,-14.494852,12.350554,4,
surprising,12.537999,-15.0962515,0,
bloc,6.416122,-20.643892,5,
bjp,-0.90182126,-7.772918,0,
hatred,12.774756,10.978797,2,
evolution,-9.723922,1.1218249,4,
wedge,2.3307705,-14.1344795,0,
evil,18.423185,-3.3347805,4,
perceive,3.280561,12.73332,4,
bigoted,18.161852,11.196542,2,
deeply,22.578093,4.5093875,4,
experiment,-8.729949,-3.115436,0,
minority,-4.4448085,-19.756187,5,
legitimately,-0.7276958,-11.352114,0,
utopia,-7.0613422,-4.5101285,0,
heritage,15.38393,31.229544,3,heritage
neocon,-18.833368,4.6185308,1,
coalition,-23.030449,0.6425096,1,
bigot,18.569805,10.31761,2,
ndp,-4.3390026,-8.745222,0,
anti,-27.427849,-3.3968863,2,
agenda,-1.2531791,5.7519107,1,
consensus,-13.1622095,0.50897515,4,
batshit,-15.949246,-6.617918,0,
rejection,-0.020295106,-5.2172484,0,
faith,-2.7290251,2.1353292,4,
youth,4.8194675,-24.873798,5,
jerk,-19.036682,-18.483984,0,
style,-14.647703,6.438829,0,
cognitive,1.5118791,13.438676,0,
constantly,-15.746268,-18.387966,0,
rabid,12.663092,0.68228525,0,
opposed,12.4089365,-9.88845,0,
people,-17.440607,-26.116219,5,
